config_id,basin_en,basin_cn,season,block_count,correlation_method,deseason_method,lag_days,observed_correlation,bootstrap_correlation_median,bootstrap_correlation_ci025,bootstrap_correlation_ci975,bootstrap_reps
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,2,0.307168291,0.3100762367,0.2322808653,0.4003333747,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,3,0.3017255634,0.3032528162,0.2277344316,0.3913807869,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,4,0.296415208,0.2978180945,0.2178944945,0.3839227855,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,5,0.2854829679,0.2859346867,0.194110617,0.3786848485,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,6,0.2832644994,0.2833716273,0.1900138557,0.3796359897,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,7,0.283025979,0.283121407,0.1837597936,0.3837549984,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,8,0.2698561316,0.2711610794,0.173733294,0.3658570349,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,9,0.2558990068,0.2566248178,0.1576938182,0.3457172811,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,10,0.230813765,0.2289636731,0.1272169054,0.3189405203,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,11,0.1987820977,0.1970092654,0.08709081262,0.294431299,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,12,0.1702366218,0.1679696441,0.04805896804,0.2671674788,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,13,0.1463073415,0.1440751255,0.02330340631,0.2339173853,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,14,0.1139345031,0.1120791435,-0.01713131741,0.2080178261,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,15,0.0866942937,0.08719015867,-0.05711561441,0.1898994744,2000
